timestamp,vibration_sensor,temperature_sensor,pressure_sensor,rpm_sensor,bearing_wear_sensor,health_status,actual_remaining_life,timeline,RMS,RollingMean,RollingSTD,RMS_Diff,EMA,Predicted_RUL,Actual_RUL
530,2.619,72.07,133.7,1304.98,31.1,Healthy,173,502,2.219,2.04,0.047,0.036,2.091,169.61,174.25
531,2.651,70.59,131.14,1249.71,32.7,Healthy,173,503,2.294,2.066,0.056,0.025,2.139,172.38,171.51
532,2.556,68.75,126.99,1258.23,31.59,Healthy,173,504,2.161,1.991,0.056,0.046,2.044,169.39,170.92
533,2.522,71.76,126.17,1232.8,31.17,Healthy,173,505,2.153,1.991,0.046,0.027,2.006,172.91,171.3
534,2.651,68.2,127.42,1272.58,32.6,Healthy,173,506,2.388,2.082,0.042,0.032,2.076,172.76,171.33
535,2.695,71.31,128.16,1249.01,36.04,Healthy,172,507,2.275,2.175,0.06,0.041,2.198,173.18,168.14
536,2.554,74.81,128.38,1229.62,32.11,Healthy,172,508,2.256,2.042,0.051,0.048,2.054,166.89,170.15
537,2.778,72.04,127.81,1257.1,36.44,Healthy,172,509,2.443,2.256,0.05,0.038,2.19,176.43,169.66
538,2.619,70.0,126.79,1243.52,30.93,Healthy,172,510,2.199,2.021,0.06,0.017,2.13,175.65,170.97
539,2.509,72.18,132.11,1269.15,31.12,Healthy,172,511,2.157,1.913,0.059,0.04,2.02,169.48,170.23
540,2.662,75.85,126.67,1275.61,27.71,Healthy,172,512,2.233,2.075,0.043,0.02,2.13,172.88,171.63
541,2.331,67.5,126.78,1275.44,26.28,Healthy,172,513,1.956,1.797,0.066,0.028,1.903,172.42,167.74
542,2.695,73.36,130.14,1362.01,27.75,Healthy,172,514,2.377,2.091,0.055,0.033,2.166,170.29,172.66
543,2.423,74.72,127.38,1235.45,31.37,Healthy,171,515,2.122,1.869,0.056,0.023,1.993,173.06,174.7
544,2.586,74.53,128.94,1295.95,30.79,Healthy,171,516,2.235,2.009,0.052,0.036,2.105,170.65,171.43
545,2.799,75.34,131.27,1252.01,30.44,Healthy,171,517,2.427,2.218,0.067,0.025,2.258,166.08,170.22
546,2.732,71.73,130.6,1258.49,33.12,Healthy,171,518,2.265,2.134,0.022,0.032,2.148,174.62,172.55
547,2.671,76.72,125.84,1306.78,34.48,Healthy,171,519,2.259,2.129,0.041,0.022,2.139,169.41,168.89
548,2.764,72.29,129.76,1248.69,28.44,Healthy,171,520,2.363,2.079,0.052,0.014,2.318,173.73,171.21
549,2.772,70.84,130.35,1267.8,33.04,Healthy,171,521,2.42,2.191,0.055,0.01,2.207,170.63,171.19
550,2.487,79.01,133.28,1277.7,32.64,Healthy,171,522,2.103,1.902,0.053,0.039,1.965,172.0,170.69
551,2.396,70.85,127.51,1309.69,33.72,Healthy,170,523,1.97,1.888,0.037,0.051,1.922,169.72,172.65
552,2.473,69.53,127.01,1288.31,29.18,Healthy,170,524,1.96,1.911,0.058,0.053,1.985,168.77,172.31
553,2.406,72.07,129.35,1273.43,31.41,Healthy,170,525,2.047,1.777,0.046,0.042,1.91,170.18,170.89
554,2.591,73.49,125.91,1256.88,33.9,Healthy,170,526,2.21,1.998,0.055,0.046,2.017,173.48,169.33
555,2.686,76.07,124.69,1244.16,31.94,Healthy,170,527,2.244,2.164,0.044,0.027,2.184,166.39,169.21
556,2.676,72.27,128.54,1248.52,29.26,Healthy,170,528,2.291,2.157,0.053,0.039,2.195,166.19,173.41
557,2.664,77.2,126.64,1307.05,34.31,Healthy,170,529,2.292,2.087,0.05,0.054,2.163,164.1,167.77
558,2.62,73.91,128.69,1291.92,28.33,Healthy,170,530,2.234,1.971,0.06,0.034,2.139,167.41,172.56
559,2.77,74.62,128.48,1275.8,31.09,Healthy,170,531,2.397,2.227,0.064,0.025,2.258,166.12,171.14
560,2.702,68.51,125.4,1254.07,32.0,Healthy,169,532,2.236,2.123,0.055,0.033,2.158,172.15,172.31
561,2.592,71.67,130.37,1252.05,32.37,Healthy,169,533,2.24,1.945,0.066,0.037,2.083,168.73,168.92
562,2.445,76.96,129.04,1271.93,34.79,Healthy,169,534,2.027,1.926,0.05,0.049,1.895,168.7,167.79
563,2.707,74.42,126.81,1242.9,32.47,Healthy,169,535,2.256,2.145,0.049,-0.007,2.178,165.88,165.74
564,2.509,73.53,132.93,1268.38,31.4,Healthy,169,536,2.155,1.939,0.046,0.019,1.962,167.83,169.32
565,2.648,72.24,126.12,1275.61,29.85,Healthy,169,537,2.29,2.025,0.046,0.014,2.125,171.93,170.03
566,2.78,74.61,125.66,1251.98,31.05,Healthy,169,538,2.43,2.121,0.062,0.05,2.325,167.77,170.42
567,2.939,71.78,124.38,1213.1,34.36,Healthy,169,539,2.404,2.278,0.058,0.039,2.398,169.67,171.56
568,2.553,71.65,126.69,1280.7,34.79,Healthy,168,540,2.193,2.039,0.042,0.062,2.129,170.21,171.56
569,2.471,72.05,126.81,1277.84,30.51,Healthy,168,541,2.138,1.982,0.06,0.041,1.962,165.46,170.5
570,2.766,73.28,127.78,1209.0,30.49,Healthy,168,542,2.447,2.106,0.055,0.052,2.19,168.55,169.88
571,2.676,80.57,124.04,1285.97,32.48,Healthy,168,543,2.313,2.105,0.046,0.04,2.093,169.81,168.6
572,2.754,76.07,130.17,1263.05,30.94,Healthy,168,544,2.305,2.196,0.068,0.034,2.233,165.29,170.35
573,2.76,78.29,126.45,1249.75,33.41,Healthy,168,545,2.378,2.144,0.045,0.05,2.264,165.25,170.71
574,2.823,73.8,129.33,1272.9,31.02,Healthy,168,546,2.401,2.116,0.062,0.014,2.347,167.01,167.58
575,2.61,72.76,133.37,1196.7,35.74,Healthy,168,547,2.235,1.988,0.043,0.063,2.076,164.54,170.27
576,2.728,71.16,129.77,1233.11,35.37,Healthy,167,548,2.372,2.149,0.057,0.064,2.21,163.45,167.9
577,2.94,70.98,128.06,1269.01,32.85,Healthy,167,549,2.45,2.338,0.077,0.041,2.345,162.35,167.52
578,2.825,74.73,129.15,1243.72,30.58,Healthy,167,550,2.443,2.24,0.038,0.062,2.311,171.2,164.32
579,2.531,73.19,130.68,1303.21,34.56,Healthy,167,551,2.139,1.933,0.066,0.023,2.115,166.15,170.18
580,2.779,73.24,127.63,1249.63,33.96,Healthy,167,552,2.366,2.144,0.052,0.039,2.166,168.37,165.04
581,2.562,69.38,123.82,1224.11,31.48,Healthy,167,553,2.275,1.977,0.056,0.044,2.08,166.77,164.61
582,2.877,78.14,124.17,1232.25,32.44,Healthy,167,554,2.397,2.264,0.047,0.071,2.378,167.64,169.05
583,2.838,72.23,126.78,1259.65,34.97,Healthy,167,555,2.419,2.151,0.046,0.037,2.296,172.92,164.23
584,2.768,77.38,136.06,1247.44,34.18,Healthy,167,556,2.381,2.167,0.053,0.045,2.141,169.05,167.25
585,2.683,78.8,127.24,1247.32,37.49,Healthy,166,557,2.239,2.071,0.053,0.051,2.182,162.12,164.94
586,2.64,73.51,130.55,1267.71,29.22,Healthy,166,558,2.297,2.069,0.068,0.045,2.182,167.4,168.69
587,2.778,73.48,136.11,1279.33,34.41,Healthy,166,559,2.297,2.115,0.057,0.041,2.226,166.42,169.18
588,2.801,70.89,128.97,1236.83,32.31,Healthy,166,560,2.36,2.166,0.042,0.037,2.246,157.21,170.11
589,2.851,72.82,129.38,1227.51,36.91,Healthy,166,561,2.518,2.23,0.065,0.041,2.256,164.76,166.26
590,2.668,73.23,129.06,1254.63,33.32,Healthy,166,562,2.215,2.052,0.042,0.054,2.077,169.46,168.77
591,2.689,67.29,128.27,1254.9,31.0,Healthy,166,563,2.26,2.159,0.061,0.025,2.114,165.02,165.57
592,2.787,72.48,130.9,1304.73,35.03,Healthy,166,564,2.367,2.167,0.051,0.057,2.232,166.14,166.1
593,2.67,70.41,130.35,1254.67,34.36,Healthy,165,565,2.243,2.131,0.046,0.065,2.093,166.3,165.95
594,2.637,74.92,133.23,1200.63,34.38,Healthy,165,566,2.117,2.018,0.071,0.031,2.089,164.41,169.14
595,2.515,71.25,133.9,1302.34,33.06,Healthy,165,567,2.076,2.046,0.071,0.05,2.005,164.85,164.68
596,2.777,77.53,132.06,1228.82,36.34,Healthy,165,568,2.376,2.194,0.069,0.023,2.248,163.41,161.86
597,2.782,80.2,123.92,1254.79,34.74,Healthy,165,569,2.371,2.165,0.042,0.043,2.223,158.43,167.39
598,2.858,74.07,130.14,1282.31,33.84,Healthy,165,570,2.475,2.217,0.068,0.045,2.323,161.19,165.57
599,2.645,72.36,127.02,1228.64,38.04,Healthy,165,571,2.315,2.14,0.043,0.041,2.091,162.91,163.16
600,2.896,72.99,132.69,1270.25,38.45,Healthy,165,572,2.388,2.309,0.066,0.025,2.386,166.01,164.55
601,2.651,72.2,135.65,1255.02,35.12,Healthy,164,573,2.214,2.037,0.066,0.02,2.131,164.1,164.22
602,2.731,75.01,131.59,1273.22,31.25,Healthy,164,574,2.307,2.178,0.064,0.02,2.226,158.07,164.09
603,2.983,71.67,127.03,1273.8,30.04,Healthy,164,575,2.504,2.351,0.049,0.037,2.446,165.26,164.53
604,2.717,74.99,129.17,1266.0,32.36,Healthy,164,576,2.3,2.08,0.055,0.028,2.156,164.78,164.43
605,2.854,73.0,130.78,1268.17,34.45,Healthy,164,577,2.385,2.232,0.059,0.041,2.228,164.48,168.43
606,2.719,72.28,130.7,1262.06,36.11,Healthy,164,578,2.248,2.15,0.061,0.038,2.216,167.09,165.74
607,2.628,76.17,129.4,1255.92,33.67,Healthy,164,579,2.226,2.098,0.054,0.024,2.113,164.54,166.46
608,2.84,72.01,137.06,1260.57,36.33,Healthy,164,580,2.406,2.237,0.064,0.059,2.343,166.62,163.37
609,2.701,74.99,132.42,1248.23,35.89,Healthy,164,581,2.368,2.07,0.047,0.039,2.2,162.43,166.7
610,2.823,74.28,125.33,1220.75,34.18,Healthy,163,582,2.293,2.242,0.054,0.09,2.379,162.46,162.79
611,2.894,78.46,124.74,1208.84,32.21,Healthy,163,583,2.489,2.277,0.066,0.023,2.251,165.57,161.34
612,2.535,74.58,132.04,1250.3,32.59,Healthy,163,584,2.147,1.962,0.042,0.03,2.074,163.97,163.34
613,2.661,73.79,123.15,1257.66,36.76,Healthy,163,585,2.188,2.052,0.059,0.06,2.137,160.92,159.06
614,2.795,79.37,130.53,1252.49,34.34,Healthy,163,586,2.375,2.148,0.064,0.045,2.265,160.07,165.61
615,2.865,72.9,132.72,1240.46,31.93,Healthy,163,587,2.397,2.164,0.06,0.014,2.272,156.77,162.83
616,2.769,73.48,126.6,1223.44,34.69,Healthy,163,588,2.326,2.172,0.047,0.044,2.295,164.76,162.18
617,2.821,73.72,129.76,1244.46,33.33,Healthy,163,589,2.408,2.161,0.046,0.021,2.221,159.35,163.32
618,2.685,75.62,129.86,1203.24,35.15,Healthy,162,590,2.323,2.055,0.06,0.029,2.179,158.21,158.41
619,2.749,74.05,128.58,1222.7,32.84,Healthy,162,591,2.35,2.142,0.058,0.032,2.274,158.47,162.98
620,2.939,75.58,129.18,1238.94,36.02,Healthy,162,592,2.427,2.254,0.052,0.06,2.396,159.1,161.38
621,2.726,72.63,132.74,1217.71,37.3,Healthy,162,593,2.359,2.17,0.051,0.04,2.151,160.43,162.99
622,2.958,71.65,128.72,1248.07,30.71,Healthy,162,594,2.544,2.278,0.054,0.035,2.364,161.98,161.57
623,2.76,72.62,130.79,1293.04,34.1,Healthy,162,595,2.396,2.097,0.058,0.026,2.177,159.78,164.38
624,2.922,75.07,125.25,1246.64,34.48,Healthy,162,596,2.492,2.205,0.047,0.041,2.388,155.41,161.68
625,2.827,76.6,131.94,1265.96,32.07,Healthy,162,597,2.308,2.189,0.066,0.063,2.318,163.29,162.76
626,2.746,74.17,134.88,1227.69,37.4,Healthy,161,598,2.318,2.195,0.042,0.051,2.195,156.75,161.44
627,2.936,72.41,125.39,1248.8,33.68,Healthy,161,599,2.523,2.328,0.056,0.07,2.387,159.96,157.78
628,2.786,73.7,132.79,1262.51,31.29,Healthy,161,600,2.377,2.2,0.072,0.056,2.287,161.18,161.78
629,2.97,71.23,128.87,1231.49,34.74,Healthy,161,601,2.586,2.293,0.032,0.037,2.442,162.61,161.86
630,2.789,71.38,131.48,1229.79,38.73,Healthy,161,602,2.399,2.152,0.05,0.042,2.25,164.35,161.37
631,2.737,79.33,130.1,1269.72,32.6,Healthy,161,603,2.345,2.147,0.038,0.073,2.269,159.81,158.8
632,2.869,74.84,131.03,1255.14,35.07,Healthy,161,604,2.511,2.261,0.046,0.064,2.39,170.46,158.75
633,2.859,69.43,131.64,1236.49,38.21,Healthy,161,605,2.391,2.162,0.052,0.014,2.346,154.8,161.06
634,2.583,73.86,134.93,1259.07,32.09,Healthy,161,606,2.194,2.015,0.061,0.023,2.116,152.89,159.74
635,2.776,76.26,130.08,1214.76,31.85,Healthy,160,607,2.37,2.162,0.051,0.036,2.276,158.45,159.82
636,3.098,71.14,124.47,1269.34,32.54,Healthy,160,608,2.617,2.385,0.054,0.067,2.541,162.59,157.17
637,2.702,67.62,127.61,1273.52,35.19,Healthy,160,609,2.286,2.107,0.05,0.047,2.219,155.15,160.6
638,2.954,73.7,132.16,1319.82,33.84,Healthy,160,610,2.531,2.275,0.059,0.051,2.401,156.94,160.41
639,3.02,75.88,132.96,1243.37,35.73,Healthy,160,611,2.581,2.318,0.06,0.029,2.421,160.57,160.59
640,2.705,77.41,131.8,1231.53,30.72,Healthy,160,612,2.292,2.092,0.058,0.038,2.111,158.83,159.39
641,2.926,73.05,135.14,1201.21,37.0,Healthy,160,613,2.476,2.317,0.058,0.061,2.355,156.7,162.84
642,2.839,75.37,133.82,1223.05,35.45,Healthy,160,614,2.384,2.209,0.058,0.022,2.268,164.05,161.77
643,2.847,75.45,129.25,1282.61,33.72,Healthy,159,615,2.432,2.267,0.049,0.068,2.245,163.89,158.25
644,2.828,70.13,128.78,1222.55,32.84,Healthy,159,616,2.397,2.244,0.059,0.049,2.247,156.36,162.6
645,2.772,79.02,129.43,1248.46,36.55,Healthy,159,617,2.42,2.158,0.053,0.044,2.259,161.67,159.01
646,2.937,79.0,131.32,1256.04,30.87,Healthy,159,618,2.365,2.306,0.056,0.037,2.389,158.82,161.26
647,2.875,73.05,133.16,1242.67,35.39,Healthy,159,619,2.42,2.217,0.058,0.045,2.348,158.19,155.33
648,2.816,76.92,129.31,1241.79,36.42,Healthy,159,620,2.358,2.135,0.056,0.037,2.242,158.47,159.98
649,2.869,75.73,135.66,1239.23,34.88,Healthy,159,621,2.413,2.204,0.052,0.038,2.338,166.05,157.57
650,2.823,74.82,131.42,1254.24,37.11,Healthy,159,622,2.278,2.106,0.052,0.061,2.224,149.98,160.14
651,2.904,72.27,127.29,1223.26,34.54,Healthy,158,623,2.437,2.285,0.029,0.032,2.307,157.23,156.92
652,2.973,70.37,130.4,1261.31,38.4,Healthy,158,624,2.503,2.332,0.04,0.009,2.442,157.98,160.36
653,2.715,76.34,135.89,1257.69,34.94,Healthy,158,625,2.308,2.055,0.071,0.036,2.219,153.31,155.64
654,3.055,74.19,134.65,1245.09,30.3,Healthy,158,626,2.641,2.359,0.065,0.046,2.413,158.49,162.39
655,2.944,74.94,133.54,1252.17,34.83,Healthy,158,627,2.448,2.306,0.068,0.033,2.442,157.72,156.22
656,3.007,74.38,132.6,1239.46,34.26,Healthy,158,628,2.581,2.357,0.038,0.029,2.473,157.6,156.95
657,2.727,72.42,124.27,1244.07,33.09,Healthy,158,629,2.27,2.124,0.061,0.077,2.148,161.48,159.95
658,2.799,75.65,128.98,1251.09,37.75,Healthy,158,630,2.409,2.204,0.054,0.023,2.259,161.62,154.95
659,2.768,75.48,127.42,1226.49,33.51,Healthy,158,631,2.285,2.12,0.065,0.026,2.178,156.11,159.46
660,2.874,74.02,130.52,1202.51,35.55,Healthy,157,632,2.462,2.225,0.068,0.029,2.373,157.46,156.33
661,2.898,74.93,134.06,1219.08,32.8,Healthy,157,633,2.515,2.237,0.067,0.071,2.331,159.04,154.69
662,2.993,75.72,131.83,1229.71,30.84,Healthy,157,634,2.569,2.252,0.055,0.06,2.432,162.85,159.05
663,2.827,75.31,130.29,1206.15,32.45,Healthy,157,635,2.375,2.124,0.059,0.042,2.223,158.21,158.43
664,2.935,74.45,132.22,1262.56,35.21,Healthy,157,636,2.454,2.3,0.07,0.037,2.461,155.42,157.06
665,2.829,75.84,125.23,1231.75,32.15,Healthy,157,637,2.411,2.246,0.065,0.011,2.373,157.89,155.45
666,2.931,75.74,128.47,1250.2,33.23,Healthy,157,638,2.471,2.259,0.044,0.049,2.398,158.54,158.64
667,2.954,73.99,133.01,1211.16,32.61,Healthy,157,639,2.463,2.347,0.068,0.054,2.436,154.36,157.7
668,2.902,77.46,130.16,1235.33,35.8,Healthy,156,640,2.511,2.237,0.058,0.031,2.251,156.6,157.22
669,2.951,70.49,129.47,1189.34,37.64,Healthy,156,641,2.454,2.352,0.068,0.033,2.345,157.05,154.31
670,2.935,74.17,125.19,1188.89,35.14,Healthy,156,642,2.467,2.267,0.065,0.065,2.366,154.98,157.0
671,2.762,75.96,132.21,1261.51,30.4,Healthy,156,643,2.31,2.119,0.059,0.054,2.297,154.52,155.0
672,3.065,76.16,134.37,1251.57,32.13,Healthy,156,644,2.539,2.329,0.065,0.065,2.557,158.53,158.33
673,2.86,72.55,133.13,1254.64,34.93,Healthy,156,645,2.45,2.244,0.071,0.067,2.338,158.54,157.03
674,2.877,77.35,126.41,1270.4,32.09,Healthy,156,646,2.46,2.21,0.064,0.047,2.267,157.26,154.84
675,3.041,75.48,131.8,1219.96,33.44,Healthy,156,647,2.562,2.406,0.075,0.035,2.506,149.49,153.61
676,2.822,72.12,125.87,1254.07,34.28,Healthy,155,648,2.418,2.229,0.061,0.057,2.283,151.44,157.12
677,2.869,73.18,130.11,1220.78,33.85,Healthy,155,649,2.456,2.252,0.05,0.04,2.367,156.49,159.15
678,3.084,78.4,126.49,1262.55,34.67,Healthy,155,650,2.594,2.412,0.068,0.055,2.463,157.23,153.72
679,2.971,74.8,130.01,1262.46,32.52,Healthy,155,651,2.623,2.245,0.053,0.053,2.43,154.7,154.89
680,2.997,75.0,134.86,1264.13,36.74,Healthy,155,652,2.499,2.334,0.056,0.033,2.442,153.39,156.31
681,2.822,79.9,128.01,1248.48,36.58,Healthy,155,653,2.37,2.235,0.047,0.07,2.286,153.21,154.4
682,3.05,74.16,128.47,1237.31,32.27,Healthy,155,654,2.684,2.356,0.067,0.051,2.431,154.98,156.57
683,2.932,78.62,133.79,1265.67,33.86,Healthy,155,655,2.438,2.262,0.061,0.056,2.288,154.98,155.32
684,2.924,78.89,132.01,1275.3,34.42,Healthy,155,656,2.532,2.346,0.072,0.032,2.358,153.96,155.98
685,3.042,73.58,130.96,1191.9,38.08,Healthy,154,657,2.56,2.375,0.056,0.066,2.351,153.95,153.79
686,2.908,80.02,128.11,1261.54,35.71,Healthy,154,658,2.535,2.242,0.052,0.065,2.372,149.37,152.92
687,3.011,77.81,128.75,1169.24,36.1,Healthy,154,659,2.498,2.268,0.031,0.061,2.444,153.32,156.78
688,3.044,79.78,126.63,1241.09,31.41,Healthy,154,660,2.576,2.364,0.066,0.049,2.491,156.11,158.31
689,2.932,73.41,131.56,1221.74,38.24,Healthy,154,661,2.478,2.264,0.055,0.06,2.369,152.07,157.33
690,2.87,75.87,132.79,1200.87,36.06,Healthy,154,662,2.387,2.272,0.05,0.059,2.369,156.58,154.5
691,2.947,74.36,135.26,1224.01,32.74,Healthy,154,663,2.538,2.267,0.05,0.027,2.368,153.75,154.49
692,3.092,77.14,130.29,1236.4,36.16,Healthy,154,664,2.692,2.417,0.055,0.034,2.447,156.0,155.16
693,3.049,75.52,135.1,1229.1,37.16,Healthy,153,665,2.59,2.354,0.066,0.055,2.484,153.24,152.92
694,3.269,78.82,133.06,1243.84,37.29,Healthy,153,666,2.805,2.551,0.057,0.048,2.521,153.63,152.02
695,3.176,75.93,127.34,1239.65,32.79,Healthy,153,667,2.723,2.489,0.069,0.038,2.574,148.9,154.4
696,3.05,77.14,130.93,1251.12,38.64,Healthy,153,668,2.578,2.385,0.049,0.036,2.474,156.31,152.49
697,2.962,74.9,129.34,1247.97,31.83,Healthy,153,669,2.582,2.284,0.067,0.031,2.426,155.02,153.77
698,2.873,76.56,127.41,1234.13,37.41,Healthy,153,670,2.482,2.242,0.05,0.059,2.328,146.04,154.57
699,2.992,78.97,127.68,1160.88,35.78,Healthy,153,671,2.558,2.266,0.05,0.091,2.411,155.19,151.7
700,2.747,75.55,130.19,1230.15,34.93,Healthy,153,672,2.348,2.137,0.047,0.057,2.147,146.85,154.48
701,3.061,75.86,126.81,1222.3,34.62,Healthy,152,673,2.522,2.358,0.067,0.071,2.463,154.27,148.17
702,3.082,74.01,131.94,1233.66,38.12,Healthy,152,674,2.576,2.429,0.057,0.048,2.489,149.46,151.97
703,2.997,76.64,131.28,1259.65,37.27,Healthy,152,675,2.495,2.372,0.048,0.059,2.452,146.27,152.19
704,2.951,74.16,135.1,1223.21,33.48,Healthy,152,676,2.512,2.329,0.059,0.068,2.412,145.47,150.94
705,2.943,77.28,123.19,1303.13,36.44,Healthy,152,677,2.509,2.343,0.084,0.063,2.422,152.39,151.72
706,2.955,74.03,129.01,1205.49,35.12,Healthy,152,678,2.428,2.313,0.06,0.053,2.373,161.23,154.72
707,2.866,76.7,129.27,1213.74,32.36,Healthy,152,679,2.458,2.208,0.07,0.066,2.376,149.44,152.95
708,3.093,74.95,128.79,1279.19,35.83,Healthy,152,680,2.661,2.38,0.048,0.042,2.5,148.81,151.98
709,2.817,73.36,133.13,1253.89,34.48,Healthy,152,681,2.344,2.156,0.057,0.06,2.319,150.51,149.69
710,3.055,74.12,129.58,1271.78,37.18,Healthy,151,682,2.605,2.332,0.063,0.067,2.46,155.05,153.59
711,3.225,76.96,132.91,1273.85,36.36,Healthy,151,683,2.716,2.498,0.063,0.032,2.607,154.29,146.62
712,3.212,79.03,129.79,1251.93,35.4,Healthy,151,684,2.792,2.545,0.047,0.06,2.593,151.25,149.54
713,3.24,78.84,128.96,1204.83,34.57,Healthy,151,685,2.776,2.537,0.073,0.063,2.663,151.98,148.22
714,3.009,78.91,131.04,1250.63,34.73,Healthy,151,686,2.506,2.342,0.064,0.041,2.428,148.18,153.24
715,3.0,79.91,135.8,1235.87,33.23,Healthy,151,687,2.446,2.281,0.047,0.072,2.435,152.17,146.56
716,2.894,78.52,132.09,1234.07,36.71,Healthy,151,688,2.542,2.248,0.061,0.054,2.44,144.7,152.37
717,3.026,77.74,129.27,1236.38,37.05,Healthy,151,689,2.728,2.393,0.052,0.045,2.433,145.61,150.34
718,3.13,73.15,134.4,1249.64,33.89,Healthy,150,690,2.653,2.505,0.068,0.052,2.526,150.23,148.98
719,2.792,81.47,131.74,1247.25,35.4,Healthy,150,691,2.336,2.17,0.045,0.086,2.212,146.9,149.12
720,3.202,76.42,127.58,1268.51,37.15,Healthy,150,692,2.749,2.526,0.085,0.085,2.566,154.87,150.77
721,3.11,72.17,130.79,1216.68,37.38,Healthy,150,693,2.697,2.343,0.061,0.069,2.512,152.19,150.7
722,3.093,75.74,127.67,1208.81,37.14,Healthy,150,694,2.63,2.407,0.057,0.048,2.547,148.99,147.32
723,3.144,75.93,131.42,1276.89,35.55,Healthy,150,695,2.687,2.405,0.059,0.061,2.484,150.6,150.2
724,3.062,79.05,132.35,1273.5,33.43,Healthy,150,696,2.609,2.392,0.05,0.067,2.573,149.95,151.01
725,3.07,74.7,125.9,1218.76,32.57,Healthy,150,697,2.695,2.39,0.058,0.066,2.442,147.7,150.14
726,3.186,77.75,132.12,1238.2,36.53,Healthy,149,698,2.718,2.444,0.062,0.036,2.584,147.56,154.08
727,3.06,73.01,130.99,1249.08,39.35,Healthy,149,699,2.572,2.324,0.069,0.032,2.461,148.23,148.86
728,3.15,74.83,130.58,1235.59,36.02,Healthy,149,700,2.682,2.474,0.07,0.059,2.57,144.25,149.1
729,3.128,78.38,129.34,1219.32,34.44,Healthy,149,701,2.686,2.481,0.057,0.066,2.539,148.63,148.58
730,3.162,77.39,138.26,1214.34,36.86,Healthy,149,702,2.661,2.432,0.061,0.055,2.678,148.45,146.74
731,3.108,71.41,131.17,1235.9,37.49,Healthy,149,703,2.69,2.404,0.06,0.042,2.472,149.93,146.45
732,3.028,74.13,133.11,1280.39,32.89,Healthy,149,704,2.481,2.357,0.062,0.056,2.435,148.4,149.74
733,3.205,71.75,130.37,1240.55,33.76,Healthy,149,705,2.811,2.474,0.061,0.062,2.572,143.46,148.14
734,3.206,75.82,128.96,1258.19,35.07,Healthy,149,706,2.7,2.507,0.069,0.089,2.63,152.48,147.99
735,2.962,76.84,131.83,1207.94,35.43,Healthy,148,707,2.538,2.325,0.067,0.058,2.379,146.46,145.6
736,3.302,76.73,130.85,1211.53,42.29,Healthy,148,708,2.753,2.558,0.066,0.063,2.713,153.42,149.01
737,2.963,76.08,132.46,1286.31,32.77,Healthy,148,709,2.579,2.318,0.07,0.052,2.366,150.25,149.31
738,3.209,76.71,129.76,1195.48,37.67,Healthy,148,710,2.749,2.464,0.056,0.047,2.54,145.55,145.73
739,3.046,74.91,126.69,1284.86,38.64,Healthy,148,711,2.55,2.387,0.066,0.072,2.435,151.28,146.9
740,2.937,78.59,135.46,1298.85,33.26,Healthy,148,712,2.531,2.274,0.07,0.032,2.328,145.67,148.16
741,3.023,78.45,134.68,1248.99,39.48,Healthy,148,713,2.59,2.309,0.076,0.045,2.485,152.72,148.91
742,2.923,74.52,135.58,1229.62,36.11,Healthy,148,714,2.522,2.308,0.065,0.051,2.355,150.57,149.11
743,3.074,79.55,131.24,1212.41,34.29,Healthy,147,715,2.564,2.387,0.074,0.042,2.497,145.03,146.48
744,2.926,76.31,131.06,1247.06,36.47,Healthy,147,716,2.427,2.326,0.064,0.057,2.37,145.45,147.44
745,3.167,72.51,130.04,1227.03,36.56,Healthy,147,717,2.752,2.439,0.057,0.047,2.533,145.96,148.54
746,2.986,77.97,126.57,1219.22,35.29,Healthy,147,718,2.622,2.318,0.04,0.025,2.42,148.84,147.75
747,3.135,79.83,130.07,1255.47,32.44,Healthy,147,719,2.62,2.373,0.06,0.054,2.544,147.19,145.14
748,3.095,73.2,135.79,1225.36,34.97,Healthy,147,720,2.71,2.364,0.051,0.038,2.504,148.29,148.48
749,3.429,71.34,133.55,1218.87,34.77,Healthy,147,721,2.884,2.638,0.079,0.067,2.778,151.05,143.97
750,2.963,71.54,129.64,1236.69,36.31,Healthy,147,722,2.526,2.255,0.07,0.058,2.429,141.32,147.62
751,2.982,76.01,133.35,1234.78,34.23,Healthy,146,723,2.535,2.265,0.074,0.052,2.46,144.42,144.95
752,3.036,79.21,129.64,1248.46,35.28,Healthy,146,724,2.482,2.345,0.051,0.056,2.412,148.78,145.82
753,3.109,78.68,134.67,1231.7,34.44,Healthy,146,725,2.554,2.398,0.056,0.057,2.504,148.06,144.77
754,3.126,80.02,132.82,1230.55,34.83,Healthy,146,726,2.625,2.404,0.057,0.067,2.523,141.95,149.54
755,3.173,73.56,130.48,1234.67,39.92,Healthy,146,727,2.642,2.514,0.077,0.046,2.559,142.89,145.59
756,3.133,78.75,135.1,1213.05,31.86,Healthy,146,728,2.662,2.455,0.065,0.051,2.543,150.55,146.76
757,3.095,75.87,131.33,1272.52,35.8,Healthy,146,729,2.63,2.395,0.074,0.085,2.525,146.25,146.07
758,2.856,79.0,132.26,1242.16,34.66,Healthy,146,730,2.408,2.211,0.073,0.05,2.397,147.29,143.45
759,3.13,75.53,125.29,1271.29,37.79,Healthy,146,731,2.687,2.448,0.049,0.049,2.569,142.85,140.94
760,3.12,76.83,132.29,1249.36,37.66,Healthy,145,732,2.665,2.481,0.048,0.063,2.552,141.28,141.99
